datetime,site_uid,temp_water,nitrate_con,diss_oxy_con,diss_oxy_sat,ph,spec_cond,discharge,stage
2012-05-25 12:15:00+00:00,USGS-05418400,19.0,5.57,,,,,300.0,3.26
2012-05-25 12:30:00+00:00,USGS-05418400,19.0,5.57,,,,,300.0,3.26
2012-05-25 12:45:00+00:00,USGS-05418400,19.0,5.57,,,,,300.0,3.26
2012-05-25 13:00:00+00:00,USGS-05418400,19.0,5.57,,,,,300.0,3.26
2012-05-25 13:15:00+00:00,USGS-05418400,19.0,5.57,,,,,300.0,3.26
2012-05-25 13:30:00+00:00,USGS-05418400,19.0,5.58,,,,,300.0,3.26
2012-05-25 13:45:00+00:00,USGS-05418400,19.1,5.59,,,,,300.0,3.26
2012-05-25 14:00:00+00:00,USGS-05418400,19.2,5.59,,,,,297.0,3.25
2012-05-25 14:15:00+00:00,USGS-05418400,19.3,5.6,,,,,300.0,3.26
2012-05-25 14:30:00+00:00,USGS-05418400,19.4,5.6,,,,,297.0,3.25
2012-05-25 14:45:00+00:00,USGS-05418400,19.4,5.61,,,,,297.0,3.25
2012-05-25 15:00:00+00:00,USGS-05418400,19.5,5.61,,,,,300.0,3.26
2012-05-25 15:15:00+00:00,USGS-05418400,19.5,5.61,,,,,297.0,3.25
2012-05-25 15:30:00+00:00,USGS-05418400,19.5,5.61,,,,,297.0,3.25
2012-05-25 15:45:00+00:00,USGS-05418400,19.5,5.61,,,,,297.0,3.25
2012-05-25 16:00:00+00:00,USGS-05418400,19.5,5.61,,,,,300.0,3.26
2012-05-25 16:15:00+00:00,USGS-05418400,19.4,5.61,,,,,300.0,3.26
2012-05-25 16:30:00+00:00,USGS-05418400,19.4,5.62,,,,,297.0,3.25
2012-05-25 16:45:00+00:00,USGS-05418400,19.4,5.62,,,,,297.0,3.25
2012-05-25 17:00:00+00:00,USGS-05418400,19.4,5.62,,,,,300.0,3.26
2012-05-25 17:15:00+00:00,USGS-05418400,19.4,5.62,,,,,300.0,3.26
2012-05-25 17:30:00+00:00,USGS-05418400,19.4,5.62,,,,,300.0,3.26
2012-05-25 17:45:00+00:00,USGS-05418400,19.4,5.62,,,,,300.0,3.26
2012-05-25 18:00:00+00:00,USGS-05418400,19.4,5.62,,,,,300.0,3.26
2012-05-25 18:15:00+00:00,USGS-05418400,19.4,5.62,,,,,300.0,3.26
2012-05-25 18:30:00+00:00,USGS-05418400,19.4,5.62,,,,,300.0,3.26
2012-05-25 18:45:00+00:00,USGS-05418400,19.4,5.62,,,,,300.0,3.26
2012-05-25 19:00:00+00:00,USGS-05418400,19.6,5.63,,,,,297.0,3.25
2012-05-25 19:15:00+00:00,USGS-05418400,19.6,5.63,,,,,300.0,3.26
2012-05-25 19:30:00+00:00,USGS-05418400,19.7,5.63,,,,,300.0,3.26
2012-05-25 19:45:00+00:00,USGS-05418400,19.6,5.63,,,,,300.0,3.26
2012-05-25 20:00:00+00:00,USGS-05418400,19.6,5.63,,,,,300.0,3.26
2012-05-25 20:15:00+00:00,USGS-05418400,19.6,5.62,,,,,300.0,3.26
2012-05-25 20:30:00+00:00,USGS-05418400,19.5,5.62,,,,,300.0,3.26
2012-05-25 20:45:00+00:00,USGS-05418400,19.7,5.62,,,,,300.0,3.26
2012-05-25 21:00:00+00:00,USGS-05418400,19.8,5.63,,,,,300.0,3.26
2012-05-25 21:15:00+00:00,USGS-05418400,19.8,5.62,,,,,300.0,3.26
2012-05-25 21:30:00+00:00,USGS-05418400,19.8,5.62,,,,,302.0,3.27
2012-05-25 21:45:00+00:00,USGS-05418400,19.8,5.62,,,,,300.0,3.26
2012-05-25 22:00:00+00:00,USGS-05418400,19.8,5.62,,,,,300.0,3.26
2012-05-25 22:15:00+00:00,USGS-05418400,19.8,5.62,,,,,300.0,3.26
2012-05-25 22:30:00+00:00,USGS-05418400,19.8,5.62,,,,,300.0,3.26
2012-05-25 22:45:00+00:00,USGS-05418400,19.8,5.62,,,,,300.0,3.26
2012-05-25 23:00:00+00:00,USGS-05418400,19.7,5.62,,,,,300.0,3.26
2012-05-25 23:15:00+00:00,USGS-05418400,19.7,5.62,,,,,302.0,3.27
2012-05-25 23:30:00+00:00,USGS-05418400,19.7,5.62,,,,,300.0,3.26
2012-05-25 23:45:00+00:00,USGS-05418400,19.7,5.62,,,,,300.0,3.26
2012-05-26 00:00:00+00:00,USGS-05418400,19.7,5.62,,,,,300.0,3.26
2012-05-26 00:15:00+00:00,USGS-05418400,19.7,5.62,,,,,300.0,3.26
2012-05-26 00:30:00+00:00,USGS-05418400,19.6,5.62,,,,,302.0,3.27
2012-05-26 00:45:00+00:00,USGS-05418400,19.6,5.62,,,,,300.0,3.26
2012-05-26 01:00:00+00:00,USGS-05418400,19.5,5.62,,,,,300.0,3.26
2012-05-26 01:15:00+00:00,USGS-05418400,19.4,5.62,,,,,300.0,3.26
2012-05-26 01:30:00+00:00,USGS-05418400,19.4,5.62,,,,,302.0,3.27
2012-05-26 01:45:00+00:00,USGS-05418400,19.3,5.61,,,,,302.0,3.27
2012-05-26 02:00:00+00:00,USGS-05418400,19.3,5.61,,,,,302.0,3.27
2012-05-26 02:15:00+00:00,USGS-05418400,19.2,5.61,,,,,300.0,3.26
2012-05-26 02:30:00+00:00,USGS-05418400,19.1,5.61,,,,,302.0,3.27
2012-05-26 02:45:00+00:00,USGS-05418400,19.0,5.61,,,,,302.0,3.27
2012-05-26 03:00:00+00:00,USGS-05418400,19.0,5.61,,,,,302.0,3.27
2012-05-26 03:15:00+00:00,USGS-05418400,18.9,5.61,,,,,302.0,3.27
2012-05-26 03:30:00+00:00,USGS-05418400,18.8,5.61,,,,,302.0,3.27
2012-05-26 03:45:00+00:00,USGS-05418400,18.8,5.61,,,,,302.0,3.27
2012-05-26 04:00:00+00:00,USGS-05418400,18.7,5.61,,,,,302.0,3.27
2012-05-26 04:15:00+00:00,USGS-05418400,18.6,5.6,,,,,302.0,3.27
2012-05-26 04:30:00+00:00,USGS-05418400,18.6,5.6,,,,,302.0,3.27
2012-05-26 04:45:00+00:00,USGS-05418400,18.5,5.6,,,,,302.0,3.27
2012-05-26 05:00:00+00:00,USGS-05418400,18.5,5.6,,,,,304.0,3.28
2012-05-26 05:15:00+00:00,USGS-05418400,18.4,5.6,,,,,304.0,3.28
2012-05-26 05:30:00+00:00,USGS-05418400,18.4,5.6,,,,,302.0,3.27
2012-05-26 05:45:00+00:00,USGS-05418400,18.3,5.6,,,,,302.0,3.27
2012-05-26 06:00:00+00:00,USGS-05418400,18.2,5.6,,,,,302.0,3.27
2012-05-26 06:15:00+00:00,USGS-05418400,18.2,5.6,,,,,302.0,3.27
2012-05-26 06:30:00+00:00,USGS-05418400,18.1,5.57,,,,,304.0,3.28
2012-05-26 06:45:00+00:00,USGS-05418400,18.1,5.56,,,,,304.0,3.28
2012-05-26 07:00:00+00:00,USGS-05418400,18.0,5.56,,,,,304.0,3.28
2012-05-26 07:15:00+00:00,USGS-05418400,17.9,5.56,,,,,307.0,3.29
2012-05-26 07:30:00+00:00,USGS-05418400,17.9,5.56,,,,,307.0,3.29
2012-05-26 07:45:00+00:00,USGS-05418400,17.8,5.56,,,,,304.0,3.28
2012-05-26 08:00:00+00:00,USGS-05418400,17.8,5.56,,,,,304.0,3.28
2012-05-26 08:15:00+00:00,USGS-05418400,17.7,5.56,,,,,307.0,3.29
2012-05-26 08:30:00+00:00,USGS-05418400,17.6,5.56,,,,,304.0,3.28
2012-05-26 08:45:00+00:00,USGS-05418400,17.6,5.56,,,,,307.0,3.29
2012-05-26 09:00:00+00:00,USGS-05418400,17.6,5.56,,,,,304.0,3.28
2012-05-26 09:15:00+00:00,USGS-05418400,17.5,5.57,,,,,304.0,3.28
2012-05-26 09:30:00+00:00,USGS-05418400,17.4,5.58,,,,,304.0,3.28
2012-05-26 09:45:00+00:00,USGS-05418400,17.4,5.58,,,,,307.0,3.29
2012-05-26 10:00:00+00:00,USGS-05418400,17.4,5.58,,,,,307.0,3.29
2012-05-26 10:15:00+00:00,USGS-05418400,17.3,5.59,,,,,304.0,3.28
2012-05-26 10:30:00+00:00,USGS-05418400,17.3,5.59,,,,,304.0,3.28
2012-05-26 10:45:00+00:00,USGS-05418400,17.2,5.6,,,,,304.0,3.28
2012-05-26 11:00:00+00:00,USGS-05418400,17.2,5.6,,,,,304.0,3.28
2012-05-26 11:15:00+00:00,USGS-05418400,17.1,5.6,,,,,302.0,3.27
2012-05-26 11:30:00+00:00,USGS-05418400,17.1,5.6,,,,,304.0,3.28
2012-05-26 11:45:00+00:00,USGS-05418400,17.1,5.6,,,,,307.0,3.29
2012-05-26 12:00:00+00:00,USGS-05418400,17.1,5.6,,,,,304.0,3.28
2012-05-26 12:15:00+00:00,USGS-05418400,17.1,5.61,,,,,304.0,3.28
2012-05-26 12:30:00+00:00,USGS-05418400,17.0,5.61,,,,,304.0,3.28
2012-05-26 12:45:00+00:00,USGS-05418400,17.0,5.61,,,,,304.0,3.28
2012-05-26 13:00:00+00:00,USGS-05418400,17.0,5.62,,,,,302.0,3.27
2012-05-26 13:15:00+00:00,USGS-05418400,17.0,5.62,,,,,302.0,3.27
2012-05-26 13:30:00+00:00,USGS-05418400,17.1,5.62,,,,,302.0,3.27
2012-05-26 13:45:00+00:00,USGS-05418400,17.1,5.62,,,,,302.0,3.27
2012-05-26 14:00:00+00:00,USGS-05418400,17.1,5.64,,,,,304.0,3.28
2012-05-26 14:15:00+00:00,USGS-05418400,17.2,5.64,,,,,304.0,3.28
2012-05-26 14:30:00+00:00,USGS-05418400,17.2,5.63,,,,,304.0,3.28
2012-05-26 14:45:00+00:00,USGS-05418400,17.3,5.63,,,,,304.0,3.28
2012-05-26 15:00:00+00:00,USGS-05418400,17.4,5.64,,,,,304.0,3.28
2012-05-26 15:15:00+00:00,USGS-05418400,17.4,5.64,,,,,307.0,3.29
2012-05-26 15:30:00+00:00,USGS-05418400,17.5,5.64,,,,,304.0,3.28
2012-05-26 15:45:00+00:00,USGS-05418400,17.6,5.65,,,,,304.0,3.28
2012-05-26 16:00:00+00:00,USGS-05418400,17.7,5.65,,,,,307.0,3.29
2012-05-26 16:15:00+00:00,USGS-05418400,17.8,5.65,,,,,307.0,3.29
2012-05-26 16:30:00+00:00,USGS-05418400,18.0,5.65,,,,,307.0,3.29
2012-05-26 16:45:00+00:00,USGS-05418400,18.2,5.65,,,,,309.0,3.3
2012-05-26 17:00:00+00:00,USGS-05418400,18.4,5.66,,,,,309.0,3.3
2012-05-26 17:15:00+00:00,USGS-05418400,18.6,5.66,,,,,309.0,3.3
2012-05-26 17:30:00+00:00,USGS-05418400,18.7,5.67,,,,,309.0,3.3
2012-05-26 17:45:00+00:00,USGS-05418400,18.9,5.67,,,,,312.0,3.31
2012-05-26 18:00:00+00:00,USGS-05418400,19.2,5.69,,,,,312.0,3.31
2012-05-26 18:15:00+00:00,USGS-05418400,19.5,5.68,,,,,312.0,3.31
2012-05-26 18:30:00+00:00,USGS-05418400,19.7,5.69,,,,,312.0,3.31
2012-05-26 18:45:00+00:00,USGS-05418400,20.0,5.7,,,,,312.0,3.31
2012-05-26 19:00:00+00:00,USGS-05418400,20.3,5.7,,,,,314.0,3.32
2012-05-26 19:15:00+00:00,USGS-05418400,20.7,5.71,,,,,314.0,3.32
2012-05-26 19:30:00+00:00,USGS-05418400,21.0,5.71,,,,,314.0,3.32
2012-05-26 19:45:00+00:00,USGS-05418400,21.2,5.71,,,,,314.0,3.32
2012-05-26 20:00:00+00:00,USGS-05418400,21.4,5.72,,,,,314.0,3.32
2012-05-26 20:15:00+00:00,USGS-05418400,21.5,5.72,,,,,317.0,3.33
2012-05-26 20:30:00+00:00,USGS-05418400,21.7,5.72,,,,,317.0,3.33
2012-05-26 20:45:00+00:00,USGS-05418400,21.9,5.73,,,,,314.0,3.32
2012-05-26 21:00:00+00:00,USGS-05418400,22.1,5.73,,,,,317.0,3.33
2012-05-26 21:15:00+00:00,USGS-05418400,22.3,5.73,,,,,317.0,3.33
2012-05-26 21:30:00+00:00,USGS-05418400,22.4,5.73,,,,,317.0,3.33
2012-05-26 21:45:00+00:00,USGS-05418400,22.6,5.74,,,,,317.0,3.33
2012-05-26 22:00:00+00:00,USGS-05418400,22.7,5.73,,,,,319.0,3.34
2012-05-26 22:15:00+00:00,USGS-05418400,22.7,5.74,,,,,319.0,3.34
2012-05-26 22:30:00+00:00,USGS-05418400,22.8,5.73,,,,,319.0,3.34
2012-05-26 22:45:00+00:00,USGS-05418400,22.8,5.74,,,,,322.0,3.35
2012-05-26 23:00:00+00:00,USGS-05418400,22.9,5.74,,,,,319.0,3.34
2012-05-26 23:15:00+00:00,USGS-05418400,22.9,5.74,,,,,322.0,3.35
2012-05-26 23:30:00+00:00,USGS-05418400,22.9,5.74,,,,,322.0,3.35
2012-05-26 23:45:00+00:00,USGS-05418400,22.9,5.74,,,,,322.0,3.35
2012-05-27 00:00:00+00:00,USGS-05418400,22.8,5.74,,,,,322.0,3.35
2012-05-27 00:15:00+00:00,USGS-05418400,22.8,5.74,,,,,324.0,3.36
2012-05-27 00:30:00+00:00,USGS-05418400,22.8,5.76,,,,,324.0,3.36
2012-05-27 00:45:00+00:00,USGS-05418400,22.7,5.77,,,,,324.0,3.36
2012-05-27 01:00:00+00:00,USGS-05418400,22.6,5.77,,,,,327.0,3.37
2012-05-27 01:15:00+00:00,USGS-05418400,22.5,5.77,,,,,329.0,3.38
2012-05-27 01:30:00+00:00,USGS-05418400,22.4,5.77,,,,,329.0,3.38
2012-05-27 01:45:00+00:00,USGS-05418400,22.4,5.78,,,,,329.0,3.38
2012-05-27 02:00:00+00:00,USGS-05418400,22.2,5.78,,,,,332.0,3.39
2012-05-27 02:15:00+00:00,USGS-05418400,22.2,5.78,,,,,334.0,3.4
2012-05-27 02:30:00+00:00,USGS-05418400,22.1,5.78,,,,,334.0,3.4
2012-05-27 02:45:00+00:00,USGS-05418400,22.0,5.78,,,,,334.0,3.4
2012-05-27 03:00:00+00:00,USGS-05418400,21.9,5.78,,,,,337.0,3.41
2012-05-27 03:15:00+00:00,USGS-05418400,21.8,5.76,,,,,340.0,3.42
2012-05-27 03:30:00+00:00,USGS-05418400,21.7,5.77,,,,,345.0,3.44
2012-05-27 03:45:00+00:00,USGS-05418400,21.6,5.77,,,,,347.0,3.45
2012-05-27 04:00:00+00:00,USGS-05418400,21.5,5.77,,,,,353.0,3.47
2012-05-27 05:00:00+00:00,USGS-05418400,21.2,5.76,,,,,388.0,3.6
2012-05-27 05:30:00+00:00,USGS-05418400,21.0,5.75,,,,,408.0,3.67
2012-05-27 05:45:00+00:00,USGS-05418400,21.0,5.74,,,,,426.0,3.73
2012-05-27 06:00:00+00:00,USGS-05418400,20.9,5.75,,,,,441.0,3.78
2012-05-27 06:15:00+00:00,USGS-05418400,20.8,5.73,,,,,453.0,3.82
2012-05-27 06:30:00+00:00,USGS-05418400,20.8,5.77,,,,,472.0,3.88
2012-05-27 06:45:00+00:00,USGS-05418400,20.8,5.79,,,,,485.0,3.92
2012-05-27 07:00:00+00:00,USGS-05418400,20.7,5.83,,,,,498.0,3.96
2012-05-27 07:15:00+00:00,USGS-05418400,20.7,5.83,,,,,511.0,4.0
2012-05-27 07:30:00+00:00,USGS-05418400,20.7,5.85,,,,,518.0,4.02
2012-05-27 07:45:00+00:00,USGS-05418400,20.7,5.89,,,,,528.0,4.05
2012-05-27 08:00:00+00:00,USGS-05418400,20.6,5.89,,,,,541.0,4.09
2012-05-27 08:15:00+00:00,USGS-05418400,20.6,5.96,,,,,551.0,4.12
2012-05-27 08:30:00+00:00,USGS-05418400,20.6,5.89,,,,,554.0,4.13
2012-05-27 08:45:00+00:00,USGS-05418400,20.5,5.94,,,,,557.0,4.14
2012-05-27 09:00:00+00:00,USGS-05418400,20.4,5.92,,,,,563.0,4.16
2012-05-27 09:15:00+00:00,USGS-05418400,20.4,5.88,,,,,567.0,4.17
2012-05-27 09:30:00+00:00,USGS-05418400,20.3,5.8,,,,,570.0,4.18
2012-05-27 09:45:00+00:00,USGS-05418400,20.2,5.84,,,,,573.0,4.19
2012-05-27 10:00:00+00:00,USGS-05418400,20.1,5.78,,,,,573.0,4.19
2012-05-27 10:15:00+00:00,USGS-05418400,20.0,5.78,,,,,576.0,4.2
2012-05-27 10:30:00+00:00,USGS-05418400,19.9,5.69,,,,,576.0,4.2
2012-05-27 10:45:00+00:00,USGS-05418400,19.8,5.65,,,,,576.0,4.2
2012-05-27 11:00:00+00:00,USGS-05418400,19.7,5.64,,,,,576.0,4.2
2012-05-27 11:15:00+00:00,USGS-05418400,19.6,5.6,,,,,573.0,4.19
2012-05-27 11:30:00+00:00,USGS-05418400,19.6,5.59,,,,,576.0,4.2
2012-05-27 11:45:00+00:00,USGS-05418400,19.5,5.56,,,,,573.0,4.19
2012-05-27 12:00:00+00:00,USGS-05418400,19.5,5.52,,,,,570.0,4.18
2012-05-27 12:15:00+00:00,USGS-05418400,19.4,5.53,,,,,567.0,4.17
2012-05-27 12:30:00+00:00,USGS-05418400,19.4,5.5,,,,,567.0,4.17
2012-05-27 12:45:00+00:00,USGS-05418400,19.4,5.43,,,,,563.0,4.16
2012-05-27 13:00:00+00:00,USGS-05418400,19.4,5.46,,,,,563.0,4.16
2012-05-27 13:15:00+00:00,USGS-05418400,19.4,5.5,,,,,560.0,4.15
2012-05-27 13:30:00+00:00,USGS-05418400,19.5,5.45,,,,,560.0,4.15
2012-05-27 13:45:00+00:00,USGS-05418400,19.5,5.55,,,,,557.0,4.14
2012-05-27 14:00:00+00:00,USGS-05418400,19.6,5.56,,,,,554.0,4.13
2012-05-27 14:15:00+00:00,USGS-05418400,19.7,5.48,,,,,554.0,4.13
2012-05-27 14:30:00+00:00,USGS-05418400,19.8,5.57,,,,,551.0,4.12
2012-05-27 14:45:00+00:00,USGS-05418400,19.9,5.55,,,,,548.0,4.11
2012-05-27 15:00:00+00:00,USGS-05418400,20.1,5.63,,,,,548.0,4.11
2012-05-27 15:15:00+00:00,USGS-05418400,20.2,5.68,,,,,545.0,4.1
2012-05-27 15:30:00+00:00,USGS-05418400,20.4,5.59,,,,,541.0,4.09
2012-05-27 15:45:00+00:00,USGS-05418400,20.6,5.71,,,,,541.0,4.09
2012-05-27 16:00:00+00:00,USGS-05418400,20.8,5.68,,,,,538.0,4.08
2012-05-27 16:15:00+00:00,USGS-05418400,21.0,5.68,,,,,535.0,4.08
2012-05-27 16:30:00+00:00,USGS-05418400,21.4,5.77,,,,,528.0,4.06
2012-05-27 16:45:00+00:00,USGS-05418400,21.6,5.8,,,,,528.0,4.06
2012-05-27 17:00:00+00:00,USGS-05418400,21.8,5.81,,,,,525.0,4.05
2012-05-27 17:15:00+00:00,USGS-05418400,22.0,6.05,,,,,518.0,4.03
2012-05-27 17:30:00+00:00,USGS-05418400,22.2,6.16,,,,,518.0,4.03
2012-05-27 17:45:00+00:00,USGS-05418400,22.4,6.13,,,,,515.0,4.02
2012-05-27 18:00:00+00:00,USGS-05418400,22.7,6.19,,,,,511.0,4.01
2012-05-27 18:15:00+00:00,USGS-05418400,22.9,6.31,,,,,511.0,4.01
2012-05-27 18:30:00+00:00,USGS-05418400,23.1,6.44,,,,,508.0,4.0
2012-05-27 18:45:00+00:00,USGS-05418400,23.3,6.45,,,,,505.0,3.99
2012-05-27 19:00:00+00:00,USGS-05418400,23.5,6.67,,,,,501.0,3.98
2012-05-27 19:15:00+00:00,USGS-05418400,23.7,6.58,,,,,498.0,3.97
2012-05-27 19:30:00+00:00,USGS-05418400,23.8,6.71,,,,,495.0,3.96
2012-05-27 19:45:00+00:00,USGS-05418400,24.0,6.88,,,,,495.0,3.96
2012-05-27 20:00:00+00:00,USGS-05418400,24.2,6.64,,,,,488.0,3.94
2012-05-27 20:15:00+00:00,USGS-05418400,24.4,6.96,,,,,488.0,3.94
2012-05-27 20:30:00+00:00,USGS-05418400,24.5,7.07,,,,,485.0,3.93
2012-05-27 20:45:00+00:00,USGS-05418400,24.6,6.76,,,,,485.0,3.93
2012-05-27 21:00:00+00:00,USGS-05418400,24.8,6.85,,,,,479.0,3.91
2012-05-27 21:15:00+00:00,USGS-05418400,24.9,7.01,,,,,479.0,3.91
2012-05-27 21:30:00+00:00,USGS-05418400,24.9,7.16,,,,,475.0,3.9
2012-05-27 21:45:00+00:00,USGS-05418400,25.0,6.87,,,,,472.0,3.89
2012-05-27 22:00:00+00:00,USGS-05418400,25.1,6.79,,,,,466.0,3.87
2012-05-27 22:15:00+00:00,USGS-05418400,25.2,6.88,,,,,466.0,3.87
2012-05-27 22:30:00+00:00,USGS-05418400,25.2,6.86,,,,,466.0,3.87
2012-05-27 22:45:00+00:00,USGS-05418400,25.3,6.87,,,,,463.0,3.86
2012-05-27 23:00:00+00:00,USGS-05418400,25.3,6.87,,,,,463.0,3.86
2012-05-27 23:15:00+00:00,USGS-05418400,25.3,7.05,,,,,460.0,3.85
2012-05-27 23:30:00+00:00,USGS-05418400,25.3,6.81,,,,,456.0,3.84
2012-05-27 23:45:00+00:00,USGS-05418400,25.3,6.86,,,,,456.0,3.84
2012-05-28 00:00:00+00:00,USGS-05418400,25.2,6.86,,,,,453.0,3.83
2012-05-28 00:15:00+00:00,USGS-05418400,25.2,6.87,,,,,453.0,3.83
2012-05-28 00:30:00+00:00,USGS-05418400,25.1,6.91,,,,,450.0,3.82
2012-05-28 00:45:00+00:00,USGS-05418400,25.1,6.91,,,,,450.0,3.82
2012-05-28 01:00:00+00:00,USGS-05418400,25.0,6.97,,,,,447.0,3.81
2012-05-28 01:15:00+00:00,USGS-05418400,24.9,6.99,,,,,447.0,3.81
2012-05-28 01:30:00+00:00,USGS-05418400,24.9,7.06,,,,,444.0,3.81
2012-05-28 01:45:00+00:00,USGS-05418400,24.8,7.05,,,,,438.0,3.79
2012-05-28 02:00:00+00:00,USGS-05418400,24.7,7.06,,,,,441.0,3.8
2012-05-28 02:15:00+00:00,USGS-05418400,24.6,7.03,,,,,438.0,3.79
2012-05-28 02:30:00+00:00,USGS-05418400,24.5,7.05,,,,,438.0,3.79
2012-05-28 02:45:00+00:00,USGS-05418400,24.4,7.05,,,,,435.0,3.78
2012-05-28 03:00:00+00:00,USGS-05418400,24.3,7.09,,,,,435.0,3.78
2012-05-28 03:15:00+00:00,USGS-05418400,24.2,7.08,,,,,432.0,3.77
2012-05-28 03:30:00+00:00,USGS-05418400,24.1,7.23,,,,,432.0,3.77
2012-05-28 03:45:00+00:00,USGS-05418400,24.0,7.34,,,,,432.0,3.77
2012-05-28 04:00:00+00:00,USGS-05418400,23.9,7.24,,,,,432.0,3.77
2012-05-28 04:15:00+00:00,USGS-05418400,23.8,7.27,,,,,429.0,3.76
2012-05-28 04:30:00+00:00,USGS-05418400,23.8,7.36,,,,,432.0,3.77
2012-05-28 04:45:00+00:00,USGS-05418400,23.7,7.4,,,,,429.0,3.76
2012-05-28 05:00:00+00:00,USGS-05418400,23.6,7.46,,,,,429.0,3.76
2012-05-28 05:15:00+00:00,USGS-05418400,23.5,7.52,,,,,426.0,3.75
2012-05-28 05:30:00+00:00,USGS-05418400,23.4,7.47,,,,,426.0,3.75
2012-05-28 05:45:00+00:00,USGS-05418400,23.4,7.52,,,,,426.0,3.75
2012-05-28 06:00:00+00:00,USGS-05418400,23.3,7.56,,,,,426.0,3.75
2012-05-28 06:15:00+00:00,USGS-05418400,23.2,7.59,,,,,426.0,3.75
2012-05-28 06:30:00+00:00,USGS-05418400,23.1,7.57,,,,,423.0,3.74
2012-05-28 06:45:00+00:00,USGS-05418400,23.1,7.6,,,,,423.0,3.74
2012-05-28 07:00:00+00:00,USGS-05418400,23.0,7.72,,,,,426.0,3.75
2012-05-28 07:15:00+00:00,USGS-05418400,23.0,7.68,,,,,423.0,3.74
2012-05-28 07:30:00+00:00,USGS-05418400,22.9,7.68,,,,,420.0,3.73
2012-05-28 07:45:00+00:00,USGS-05418400,22.9,7.72,,,,,420.0,3.73
2012-05-28 08:00:00+00:00,USGS-05418400,22.8,7.64,,,,,420.0,3.73
2012-05-28 08:15:00+00:00,USGS-05418400,22.8,7.67,,,,,423.0,3.74
2012-05-28 08:30:00+00:00,USGS-05418400,22.8,7.73,,,,,420.0,3.73
2012-05-28 08:45:00+00:00,USGS-05418400,22.8,7.76,,,,,417.0,3.72
2012-05-28 09:00:00+00:00,USGS-05418400,22.7,7.63,,,,,420.0,3.73
2012-05-28 09:15:00+00:00,USGS-05418400,22.7,7.68,,,,,414.0,3.71
2012-05-28 09:30:00+00:00,USGS-05418400,22.6,7.72,,,,,420.0,3.73
2012-05-28 09:45:00+00:00,USGS-05418400,22.6,7.76,,,,,417.0,3.72
2012-05-28 10:00:00+00:00,USGS-05418400,22.5,7.76,,,,,420.0,3.73
2012-05-28 10:15:00+00:00,USGS-05418400,22.4,7.76,,,,,417.0,3.72
2012-05-28 10:30:00+00:00,USGS-05418400,22.4,7.8,,,,,420.0,3.73
2012-05-28 10:45:00+00:00,USGS-05418400,22.3,7.8,,,,,414.0,3.72
