FIPS,ALAND,AWATER,farm_acre_as_percent,crop_acre_as_percent,Population_2020,RUCC_2023,area_land_km2,area_water_km2,farm_area_km2,crop_area_km2
20059,1480882204,13893465,69.6,41.8,25996,6.0,1480.882204,13.893465,1030.6940139839999,619.008761272
27027,2706993094,19303392,83.1,76.09,65318,3.0,2706.993094,19.303392,2249.511261114,2059.7510452246
47075,1380741528,2472509,70.5,62.43,17864,6.0,1380.741528,2.472509,973.42277724,861.9969359304
49003,14973507311,2455159793,32.0,6.51,57666,4.0,14973.507311,2455.159793,4791.52233952,974.7753259460999
28139,1185754676,5522228,32.3,9.3,21815,8.0,1185.754676,5.522228,382.998760348,110.27518486800001
54051,791063472,17411505,35.1,10.33,30591,3.0,791.063472,17.411505,277.663278672,81.7168566576
54035,1202685109,18828941,46.3,11.19,27791,8.0,1202.685109,18.828941,556.843205467,134.58046369710001
16039,7964417377,68330393,15.0,5.14,28666,6.0,7964.417377,68.330393,1194.66260655,409.3710531778
24005,1549740652,215957832,16.1,10.52,854535,1.0,1549.740652,215.957832,249.50824497200003,163.03271659039999
38005,3596341571,131677670,72.0,56.63,5964,9.0,3596.341571,131.67767,2589.36593112,2036.6082316573
29163,1736428525,36976721,77.2,47.65,17587,8.0,1736.428525,36.976721,1340.5228213,827.4081921625001
39087,1174282178,10029914,17.6,4.3,58240,2.0,1174.282178,10.029914,206.673663328,50.494133653999995
29201,1087808788,15175233,79.4,72.31,38059,4.0,1087.808788,15.175233,863.7201776720001,786.5945346028001
39001,1512221266,6250108,45.7,22.41,27477,8.0,1512.221266,6.250108,691.0851185619999,338.88878571059996
48143,2805419712,17166727,97.4,20.3,42545,5.0,2805.419712,17.166727,2732.4787994880003,569.5002015360001
13137,717081399,5672376,15.6,4.41,46031,6.0,717.081399,5.672376,111.86469824400001,31.623289695900002
13319,1163459876,7084800,8.6,1.72,8877,8.0,1163.459876,7.0848,100.057549336,20.011509867199997
54061,932633989,14990435,22.1,5.72,105822,3.0,932.633989,14.990435,206.112111569,53.346664170800004
39033,1040619655,2359514,79.2,72.8,42025,4.0,1040.619655,2.359514,824.17076676,757.57110884
12027,1649031787,6243548,72.1,18.4,33976,6.0,1649.031787,6.243548,1188.9519184269998,303.42184880799994
39059,1352599522,15666081,44.2,16.0,38438,6.0,1352.599522,15.666081,597.848988724,216.41592352
26015,1432533268,61999481,40.6,30.19,62423,1.0,1432.533268,61.999481,581.6085068079999,432.48179360919994
29209,1201281541,121206471,29.6,6.51,31076,6.0,1201.281541,121.206471,355.57933613600005,78.2034283191
37169,1163797562,17578801,28.3,10.36,44520,2.0,1163.797562,17.578801,329.354710046,120.5694274232
19039,1116573604,1524746,64.5,37.33,9748,6.0,1116.573604,1.524746,720.18997458,416.8169263732
19065,1892806735,1354955,91.8,78.68,19509,6.0,1892.806735,1.354955,1737.5965827299997,1489.260339098
06041,1347890152,797077336,36.6,5.62,262321,1.0,1347.890152,797.077336,493.327795632,75.7514265424
48381,2363909278,25203162,100.0,37.91,140753,2.0,2363.909278,25.203162,2363.909278,896.1580072898
48401,2393663216,37217198,36.2,7.01,52214,2.0,2393.663216,37.217198,866.506084192,167.7957914416
19181,1475408395,8645070,81.3,61.25,52403,2.0,1475.408395,8.64507,1199.5070251349998,903.6876419375
39161,1059692856,3287921,86.5,83.1,28931,6.0,1059.692856,3.287921,916.6343204399999,880.6047633359999
12043,2089659352,467293938,72.9,8.22,12126,8.0,2089.659352,467.293938,1523.3616676080003,171.76999873440002
13199,1297342080,10832501,28.7,6.6,20613,1.0,1297.34208,10.832501,372.33717696,85.62457728
08023,3179452300,8828906,46.4,5.34,3499,9.0,3179.4523,8.828906,1475.2658672,169.78275281999998
48099,2725307438,11833644,75.9,18.05,83093,2.0,2725.307438,11.833644,2068.508345442,491.91799255899997
19001,1474404201,2597996,95.5,75.52,7496,8.0,1474.404201,2.597996,1408.056011955,1113.4700525952
13053,644225830,6277089,0.2,,9565,2.0,644.22583,6.277089,1.28845166,
06043,3752476985,36220865,25.9,0.41,17131,8.0,3752.476985,36.220865,971.8915391149999,15.385155638499999
29089,1201239501,19855699,69.7,38.64,10151,3.0,1201.239501,19.855699,837.2639321970001,464.1589431864
41047,3058371467,26476522,36.5,29.43,345920,2.0,3058.371467,26.476522,1116.305585455,900.0787227381
55079,625371984,2455452227,,,939489,1.0,625.371984,2455.452227,,
27139,922320608,31800969,43.7,38.54,150928,1.0,922.320608,31.800969,403.054105696,355.4623623232
39129,1298084349,13880987,88.3,79.41,58539,1.0,1298.084349,13.880987,1146.2084801669998,1030.8087815408999
51145,673921282,5444168,19.9,6.28,30333,1.0,673.921282,5.444168,134.110335118,42.3222565096
08014,85386685,1502572,,,74112,1.0,85.386685,1.502572,,
47099,1598359119,2218403,60.3,28.88,44159,6.0,1598.359119,2.218403,963.8105487569999,461.6061135672
26009,1232002675,326536774,19.5,10.52,23431,8.0,1232.002675,326.536774,240.240521625,129.60668141
45069,1242867262,14489019,25.5,17.1,26667,6.0,1242.867262,14.489019,316.93115181,212.53030180200003
16009,2012242915,18803193,26.2,15.42,9530,8.0,2012.242915,18.803193,527.20764373,310.287857493
17103,1877142112,9779872,81.5,74.9,34145,6.0,1877.142112,9.779872,1529.8708212800002,1405.979441888
31127,1055100616,5769944,93.2,80.34,7074,9.0,1055.100616,5.769944,983.353774112,847.6678348944
37031,1314688734,2131061849,18.8,13.6,67686,4.0,1314.688734,2131.061849,247.161481992,178.79766782400003
20149,2177493041,54149843,75.1,31.15,25348,3.0,2177.493041,54.149843,1635.297273791,678.2890822715001
26075,1817904856,55933446,39.4,30.22,160366,3.0,1817.904856,55.933446,716.254513264,549.3708474832
48091,1449171061,39766953,30.0,2.12,161501,1.0,1449.171061,39.766953,434.7513183,30.7224264932
25019,119637319,666826424,3.1,1.45,14255,7.0,119.637319,666.826424,3.708756889,1.7347411255
45009,1018815104,5686290,40.6,21.6,13311,9.0,1018.815104,5.68629,413.63893222400003,220.06406246400002
48007,652854899,714540086,26.6,1.1,23830,2.0,652.854899,714.540086,173.65940313400003,7.181403889
13019,1174239570,11671125,44.0,24.34,18160,8.0,1174.23957,11.671125,516.6654107999999,285.809911338
18165,665353010,7817397,63.8,51.63,15439,3.0,665.35301,7.817397,424.49522038000003,343.52175906300005
26143,1346526239,155723123,1.2,0.48,23459,7.0,1346.526239,155.723123,16.158314868,6.4633259471999995
37005,608220280,3687222,42.2,16.37,10888,9.0,608.22028,3.687222,256.66895816,99.56565983600001
06035,11762091407,462950203,20.4,2.92,32730,7.0,11762.091407,462.950203,2399.466647028,343.4530690844
12081,1923744063,573084393,46.1,16.15,399710,2.0,1923.744063,573.084393,886.8460130430001,310.68466617449997
39119,1721165826,20823924,47.2,22.27,86410,4.0,1721.165826,20.823924,812.3902698720001,383.30362945019994
08015,2624715692,3999975,9.8,1.87,19476,6.0,2624.715692,3.999975,257.22213781600004,49.0821834404
08025,2039427872,33422981,57.7,11.25,5922,8.0,2039.427872,33.422981,1176.749882144,229.43563559999998
08043,3972613671,2235542,23.6,1.52,48939,4.0,3972.613671,2.235542,937.5368263560001,60.3837277992
28109,2101307249,20783013,20.1,5.22,56145,6.0,2101.307249,20.783013,422.362757049,109.68823839779999
28111,1676452290,7561701,10.6,1.92,11511,3.0,1676.45229,7.561701,177.70394273999997,32.187883967999994
31041,6670757180,932956,94.1,34.96,10545,9.0,6670.75718,0.932956,6277.18250638,2332.096710128
12013,1469394597,18070425,32.9,8.45,13648,8.0,1469.394597,18.070425,483.430822413,124.1638434465
21117,415359132,10196816,28.1,10.28,169064,1.0,415.359132,10.196816,116.715916092,42.6989187696
19037,1306192614,3455451,84.8,77.43,12012,8.0,1306.192614,3.455451,1107.651336672,1011.3849410202
17037,1635155509,8560429,87.5,85.17,100420,1.0,1635.155509,8.560429,1430.761070375,1392.6619470153
19081,1478895052,5265568,92.4,89.45,10795,9.0,1478.895052,5.265568,1366.4990280480001,1322.8716240140002
38089,3457408933,14023939,84.6,56.77,33646,5.0,3457.408933,14.023939,2924.9679573179997,1962.7710512641002
26095,2328593560,2624711552,1.4,0.73,5339,9.0,2328.59356,2624.711552,32.600309839999994,16.998732987999997
40019,2129750447,29733323,73.1,12.23,48003,5.0,2129.750447,29.733323,1556.8475767569998,260.46847966810003
37139,587610259,161751355,66.0,62.36,40568,4.0,587.610259,161.751355,387.82277094000005,366.43375751240006
35055,5704119616,3383128,16.3,1.19,34489,7.0,5704.119616,3.383128,929.771497408,67.8790234304
28011,2270141682,81446732,81.0,73.1,30985,7.0,2270.141682,81.446732,1838.81476242,1659.473569542
32023,47090939212,43207981,0.4,0.17,51591,4.0,47090.939212,43.207981,188.363756848,80.05459666040001
47073,1261468092,32541837,38.2,12.86,56721,2.0,1261.468092,32.541837,481.88081114400006,162.2247966312
38011,3009070656,13583664,99.6,43.13,2993,9.0,3009.070656,13.583664,2997.034373376,1297.8121739328
42057,1133252799,1305486,33.5,18.01,14556,8.0,1133.252799,1.305486,379.639687665,204.09882909990003
22055,696257603,1149127,24.9,12.14,241753,2.0,696.257603,1.149127,173.368143147,84.5256730042
48237,2359405672,23704615,98.4,11.11,8472,8.0,2359.405672,23.704615,2321.655181248,262.12997015919996
17175,746189903,684784,88.4,83.03,5400,2.0,746.189903,0.684784,659.631874252,619.5614764608999
40055,1655740225,11148547,70.7,28.03,5491,9.0,1655.740225,11.148547,1170.608339075,464.10398506750005
48211,2347270019,15205586,99.9,5.03,3382,9.0,2347.270019,15.205586,2344.922748981,118.06768195570001
16069,2197139835,21252880,63.4,38.3,42090,3.0,2197.139835,21.25288,1392.98665539,841.5045568049999
46129,1832300802,96288709,97.9,61.55,5315,9.0,1832.300802,96.288709,1793.8224851580003,1127.7811436309998
06055,1947606240,104444864,50.6,14.24,138019,3.0,1947.60624,104.444864,985.4887574400001,277.339128576
40033,1638523151,23986260,79.6,37.69,5527,3.0,1638.523151,23.98626,1304.264428196,617.5593756119
29221,1968043965,6791224,17.9,3.19,23514,8.0,1968.043965,6.791224,352.279869735,62.7806024835
36011,1791201989,445696708,50.3,39.8,76248,4.0,1791.201989,445.696708,900.9746004669998,712.898391622
48417,2367989254,3268209,85.1,8.32,3105,8.0,2367.989254,3.268209,2015.158855154,197.0167059328
48407,1474332269,151949232,18.3,3.92,27402,1.0,1474.332269,151.949232,269.802805227,57.7938249448
19061,1575486019,21140740,81.7,65.47,99266,3.0,1575.486019,21.14074,1287.172077523,1031.4706966393
51075,730451417,21934893,22.7,9.48,24727,1.0,730.451417,21.934893,165.812471659,69.2467943316
20181,2735193250,548248,99.8,82.59,5927,9.0,2735.19325,0.548248,2729.7228634999997,2258.996105175
39139,1282631597,12560134,50.2,38.35,124936,3.0,1282.631597,12.560134,643.8810616940001,491.88921744950005
17001,2214826163,41754318,77.4,59.96,65737,5.0,2214.826163,41.754318,1714.2754501620002,1328.0097673348
39021,1111052284,2173115,79.2,70.69,38714,6.0,1111.052284,2.173115,879.9534089280002,785.4028595596001
33019,1393091317,36932078,11.2,2.96,43063,7.0,1393.091317,36.932078,156.026227504,41.23550298319999
17075,2894039688,4241183,93.6,89.11,27077,8.0,2894.039688,4.241183,2708.8211479679994,2578.8787659768
19157,1514943343,2961952,77.1,67.04,18662,6.0,1514.943343,2.961952,1168.0213174529997,1015.6180171472
39169,1436897057,5040384,73.0,56.04,116894,4.0,1436.897057,5.040384,1048.93485161,805.2371107428
13113,503925706,12781937,5.8,1.2,119194,1.0,503.925706,12.781937,29.227690948,6.047108472
13141,1220057418,17479620,16.4,2.17,8735,9.0,1220.057418,17.47962,200.089416552,26.4752459706
48259,1715747612,1496797,63.5,4.65,44279,1.0,1715.747612,1.496797,1089.49973362,79.782263958
36039,1676140500,28201061,7.3,2.84,47931,6.0,1676.1405,28.201061,122.35825649999998,47.6023902
51137,881929771,7015339,47.6,23.58,36254,6.0,881.929771,7.015339,419.79857099599997,207.9590400018
40089,4793496603,133942698,28.0,6.36,30814,7.0,4793.496603,133.942698,1342.17904884,304.86638395079996
13277,675702302,20458311,54.9,30.34,41344,5.0,675.702302,20.458311,370.960563798,205.0080784268
31025,1443520799,22130961,84.0,77.22,26598,2.0,1443.520799,22.130961,1212.5574711599997,1114.6867609878
46077,2155483577,81655106,78.8,60.02,5187,9.0,2155.483577,81.655106,1698.5210586759997,1293.7212429154001
56009,11020385629,26068678,87.9,1.97,13751,6.0,11020.385629,26.068678,9686.918967891,217.1015968913
36043,3653400319,120358452,11.8,6.61,60139,2.0,3653.400319,120.358452,431.101237642,241.4897610859
38047,2570819037,47710154,75.9,43.38,1876,9.0,2570.819037,47.710154,1951.2516490830003,1115.2212982506
26053,2854517939,970153215,0.7,0.22,14380,7.0,2854.517939,970.153215,19.981625572999995,6.279939465799999
27005,3405929360,336990104,45.3,33.19,35183,6.0,3405.92936,336.990104,1542.88600008,1130.427954584
01095,1465531833,148497637,43.3,14.7,97612,4.0,1465.531833,148.497637,634.575283689,215.433179451
47173,579077904,61005196,50.5,9.81,19802,2.0,579.077904,61.005196,292.43434152,56.80754238240001
54057,849209714,3466312,42.0,9.88,26938,7.0,849.209714,3.466312,356.66807988,83.9019197432
55003,2706458787,3230728319,10.3,3.93,16027,7.0,2706.458787,3230.728319,278.765255061,106.3638303291
17053,1257690126,1640595,89.9,83.81,13534,3.0,1257.690126,1.640595,1130.663423274,1054.0700946006
38029,3906739847,121497556,99.4,56.85,3301,8.0,3906.739847,121.497556,3883.299407918,2220.9816030195
06089,9778892920,185816636,11.8,1.94,182155,3.0,9778.89292,185.816636,1153.90936456,189.710522648
22113,3035611921,932167176,42.5,25.87,57359,2.0,3035.611921,932.167176,1290.135066425,785.3128039627002
05121,1688445989,10370823,59.0,27.26,18571,7.0,1688.445989,10.370823,996.1831335100001,460.2703766014001
55085,2885102824,317602311,5.9,1.88,37845,7.0,2885.102824,317.602311,170.22106661600003,54.2399330912
22035,1090092484,56411688,96.8,88.71,7459,8.0,1090.092484,56.411688,1055.209524512,967.0210425564
22037,1174022937,6150603,48.9,8.96,19539,2.0,1174.022937,6.150603,574.097216193,105.19245515520001
22087,977763283,4604190778,16.2,0.68,43764,1.0,977.763283,4604.190778,158.397651846,6.6487903244
48481,2813095079,21310003,79.7,52.39,41570,4.0,2813.095079,21.310003,2242.0367779630005,1473.7805118881
48153,2569637283,983737,100.0,51.42,5402,8.0,2569.637283,0.983737,2569.637283,1321.3074909186
21151,1134231010,13798845,68.5,20.25,92701,4.0,1134.23101,13.798845,776.94824185,229.681779525
47009,1447336788,20158689,26.2,10.22,135280,2.0,1447.336788,20.158689,379.202238456,147.9178197336
30031,6747831012,73615974,39.3,13.0,118960,3.0,6747.831012,73.615974,2651.8975877159996,877.21803156
45031,1451987311,14598203,45.3,29.96,62905,3.0,1451.987311,14.598203,657.750251883,435.01539837560006
01053,2448595164,20024887,17.7,9.46,36757,6.0,2448.595164,20.024887,433.4013440279999,231.6371025144
13143,730804592,2616531,14.4,3.86,29919,1.0,730.804592,2.616531,105.235861248,28.209057251199997
20001,1295764236,13021929,78.1,45.58,12526,7.0,1295.764236,13.021929,1011.9918683159999,590.6093387688
17041,1079110220,1448705,81.6,79.15,19740,8.0,1079.11022,1.448705,880.55393952,854.1157391300002
51079,403900921,1680243,30.9,13.07,20552,3.0,403.900921,1.680243,124.80538458899998,52.7898503747
55137,1621749913,29096948,37.2,28.33,24520,8.0,1621.749913,29.096948,603.290967636,459.4417503529
05065,1502713758,9576574,49.4,8.45,13577,9.0,1502.713758,9.576574,742.340596452,126.979312551
06053,8499609697,1267806850,63.7,17.32,439035,2.0,8499.609697,1267.80685,5414.251376989001,1472.1323995204
35017,10259478771,15294669,31.3,0.17,28185,7.0,10259.478771,15.294669,3211.2168553230003,17.4411139107
29131,1534753301,19219023,63.9,17.77,24722,6.0,1534.753301,19.219023,980.7073593389999,272.72566158769996
37193,1952016294,6854041,23.8,7.96,65969,6.0,1952.016294,6.854041,464.579877972,155.3804970024
02110,7003393461,1426244167,0.0,0.0,32255,5.0,7003.393461,1426.244167,0.0,0.0
29165,1087337875,16894639,55.0,41.22,106718,1.0,1087.337875,16.894639,598.03583125,448.20067207499994
29021,1057361276,17942874,53.8,38.02,84793,3.0,1057.361276,17.942874,568.860366488,402.0087571352001
01083,1459208116,113399392,71.2,41.86,103570,2.0,1459.208116,113.399392,1038.956178592,610.8245173576
18065,1014957928,7652084,71.1,64.3,48914,6.0,1014.957928,7.652084,721.6350868079999,652.617947704
31143,1136152530,5104668,77.8,69.05,5214,8.0,1136.15253,5.104668,883.92666834,784.513321965
39123,659674517,855668003,73.3,66.65,40364,3.0,659.674517,855.668003,483.54142096100003,439.67306558050007
27107,2260512788,10208059,88.0,81.44,6441,8.0,2260.512788,10.208059,1989.25125344,1840.9616145471998
19165,1530110527,1486125,89.9,84.38,11746,8.0,1530.110527,1.486125,1375.569363773,1291.1072626825999
24013,1159355858,13112464,45.4,31.94,172891,1.0,1159.355858,13.112464,526.347559532,370.2982610452
19011,1854696288,5857896,82.3,74.17,25575,2.0,1854.696288,5.857896,1526.415045024,1375.6282368096001
21159,594717447,2549460,6.5,1.22,11287,8.0,594.717447,2.54946,38.656634055,7.255552853399999
27025,1074584929,71183548,30.5,21.92,56621,1.0,1074.584929,71.183548,327.74840334500004,235.54901643680006
21189,511268801,2299985,17.2,4.5,4051,9.0,511.268801,2.299985,87.938233772,23.007096044999997
42015,2971688854,35331261,38.3,22.83,59967,6.0,2971.688854,35.331261,1138.1568310819998,678.4365653681999
54029,213958963,13877476,15.6,4.71,29095,3.0,213.958963,13.877476,33.377598228000004,10.0774671573
29051,1014104091,19106873,57.4,20.94,77279,3.0,1014.104091,19.106873,582.095748234,212.35339665540002
26021,1470545554,2625448034,39.8,33.44,154316,3.0,1470.545554,2625.448034,585.277130492,491.7504332575999
42061,2265182342,37851956,22.9,12.97,44092,6.0,2265.182342,37.851956,518.726756318,293.7941497574
31045,3616636214,11875952,94.1,21.56,8199,9.0,3616.636214,11.875952,3403.2546773739996,779.7467677384
51141,1250846155,7141128,22.9,5.95,17608,8.0,1250.846155,7.141128,286.44376949499997,74.4253462225
26119,1415881030,41352700,5.8,3.21,9153,9.0,1415.88103,41.3527,82.12109973999999,45.449781063
26135,1465088063,15136485,3.7,1.79,8219,9.0,1465.088063,15.136485,54.208258330999996,26.2250763277
35007,9733113274,26296498,84.6,0.83,12387,7.0,9733.113274,26.296498,8234.213829803999,80.78484017419999
17163,1703526437,41843531,68.2,60.18,257400,1.0,1703.526437,41.843531,1161.805030034,1025.1822097866
17189,1457120178,3386079,90.7,85.32,13761,8.0,1457.120178,3.386079,1321.608001446,1243.2149358696
42009,2621700065,11998899,33.2,17.42,47577,8.0,2621.700065,11.998899,870.4044215800001,456.700151323
05127,2312470680,14373451,18.6,5.42,9836,8.0,2312.47068,14.373451,430.11954648,125.335910856
20099,1671560710,20006201,88.2,48.57,20184,7.0,1671.56071,20.006201,1474.31654622,811.877036847
42073,925591727,11423645,42.2,28.14,86070,1.0,925.591727,11.423645,390.59970879400004,260.4615119778
39067,1042032638,21847163,40.3,13.99,14483,8.0,1042.032638,21.847163,419.9391531139999,145.7803660562
37003,673358185,9445988,30.5,11.58,36444,2.0,673.358185,9.445988,205.37424642500002,77.974877823
34009,651437193,955149826,4.8,2.26,95263,2.0,651.437193,955.149826,31.268985263999998,14.722480561799998
33005,1830367250,57589052,8.8,2.09,76458,4.0,1830.36725,57.589052,161.07231800000002,38.254675524999996
27089,4597384200,98012348,80.3,70.78,9040,8.0,4597.3842,98.012348,3691.6995126,3254.0285367600004
51101,709424849,31090165,33.0,20.21,17810,1.0,709.424849,31.090165,234.11020016999998,143.3747619829
08055,4120756290,5792101,45.9,1.51,6820,8.0,4120.75629,5.792101,1891.42713711,62.223419979
48255,1936669679,15010315,81.5,14.39,14710,8.0,1936.669679,15.010315,1578.3857883850003,278.68676680810006
47023,740053474,575590,42.6,23.56,17341,3.0,740.053474,0.57559,315.26277992400003,174.35659847440002
17171,649542036,4814546,65.2,56.2,4949,9.0,649.542036,4.814546,423.50140747200004,365.04262423200004
49027,17574316025,133292861,9.1,2.55,12975,9.0,17574.316025,133.292861,1599.2627582750001,448.1450586375
49029,1577814087,4437369,57.9,3.45,12295,2.0,1577.814087,4.437369,913.5543563729999,54.4345860015
48257,2022223760,69501259,56.0,18.25,145310,1.0,2022.22376,69.501259,1132.4453056,369.05583620000004
04011,4772938110,11936413,2.0,0.4,9563,9.0,4772.93811,11.936413,95.4587622,19.09175244
04013,23833110968,62124304,8.5,4.48,4420568,1.0,23833.110968,62.124304,2025.8144322800001,1067.7233713664
26129,1459466626,29641292,19.6,14.61,20770,9.0,1459.466626,29.641292,286.05545869599996,213.2280740586
47087,799813547,27751888,39.2,9.55,11617,8.0,799.813547,27.751888,313.526910424,76.3821937385
17159,932484078,4874777,92.9,85.47,15813,7.0,932.484078,4.874777,866.277708462,796.9941414666
01009,1670259093,14860281,33.6,9.83,59134,1.0,1670.259093,14.860281,561.207055248,164.1864688419
30051,3703651373,44411471,99.8,76.15,1959,9.0,3703.651373,44.411471,3696.2440702540002,2820.3305205395004
48131,4645084668,5478267,97.2,3.66,9831,9.0,4645.084668,5.478267,4515.022297296001,170.0100988488
29173,1216743025,36381069,63.8,47.73,10355,9.0,1216.743025,36.381069,776.2820499499999,580.7514458324999
48251,1877868553,23815087,62.1,23.61,179927,1.0,1877.868553,23.815087,1166.156371413,443.3647653633
13061,506093894,56546964,34.5,20.0,2848,9.0,506.093894,56.546964,174.60239342999998,101.2187788
41023,11726925905,1893807,21.9,2.15,7233,9.0,11726.925905,1.893807,2568.196773195,252.1289069575
41011,4133733922,544707632,13.0,1.49,64929,5.0,4133.733922,544.707632,537.3854098600001,61.592635437800006
48159,736569934,26875120,60.7,18.83,10359,9.0,736.569934,26.87512,447.097949938,138.6961185722
36113,2246093480,166839689,1.5,0.16,65737,3.0,2246.09348,166.839689,33.6914022,3.5937495680000002
51113,830450499,3206844,48.5,19.13,13837,8.0,830.450499,3.206844,402.768492015,158.8651804587
40005,2526412629,37269115,74.6,11.18,14143,9.0,2526.412629,37.269115,1884.7038212339999,282.4529319222
17129,814269349,2640418,77.4,65.14,12297,3.0,814.269349,2.640418,630.2444761260001,530.4150539386001
13015,1188568882,27370205,23.7,7.97,108901,1.0,1188.568882,27.370205,281.690825034,94.7289398954
12069,2465151774,530846242,27.0,7.96,383956,1.0,2465.151774,530.846242,665.5909789799999,196.2260812104
40111,1806369916,12960866,72.9,18.43,36706,1.0,1806.369916,12.960866,1316.843668764,332.9139755188
38083,2518053323,86198839,87.1,54.73,1265,8.0,2518.053323,86.198839,2193.224444333,1378.1305836779
18049,954133332,7439345,77.1,67.63,20480,7.0,954.133332,7.439345,735.636798972,645.2803724316
20091,1226679687,16319024,17.6,10.01,609863,1.0,1226.679687,16.319024,215.89562491200002,122.7906366687
24009,552158541,341580669,18.1,11.12,92783,3.0,552.158541,341.580669,99.940695921,61.400029759199995
55129,2064515987,145563849,13.8,6.48,16623,8.0,2064.515987,145.563849,284.90320620600005,133.78063595760003
53031,4671633827,994992501,0.8,0.18,32977,6.0,4671.633827,994.992501,37.373070616,8.408940888599998
27169,1621791130,40051875,73.8,54.18,49671,4.0,1621.79113,40.051875,1196.88185394,878.686434234
28149,1524296048,77750343,34.8,14.05,44722,4.0,1524.296048,77.750343,530.4550247039999,214.163594744
29003,1120510438,9677371,57.0,42.81,18135,3.0,1120.510438,9.677371,638.69094966,479.6905185078
29139,1385765319,14100641,57.8,40.03,11322,8.0,1385.765319,14.100641,800.972354382,554.7218571957001
20021,1521791029,8951464,68.7,51.74,19362,3.0,1521.791029,8.951464,1045.470436923,787.3746784046
37083,1874472930,16919664,39.6,28.37,48622,4.0,1874.47293,16.919664,742.2912802799999,531.787970241
35043,9609358329,10852149,37.1,0.67,148834,2.0,9609.358329,10.852149,3565.0719400590006,64.38270080430001
21051,1215470276,4754889,12.8,2.52,20345,9.0,1215.470276,4.754889,155.580195328,30.6298509552
42035,2304129844,23182053,6.5,4.26,37450,6.0,2304.129844,23.182053,149.76843986,98.1559313544
41043,5929809282,50118766,23.0,17.1,128610,3.0,5929.809282,50.118766,1363.85613486,1013.9973872220002
55065,1640985431,2539010,78.0,59.46,16611,8.0,1640.985431,2.53901,1279.96863618,975.7299372726001
40147,1076201531,22871165,70.8,22.12,52455,4.0,1076.201531,22.871165,761.9506839479999,238.0557786572
54077,1680420300,6668159,34.9,11.61,34216,3.0,1680.4203,6.668159,586.4666847,195.09679683
55135,1936521056,45270534,48.1,33.35,51812,6.0,1936.521056,45.270534,931.466627936,645.829772176
48137,5485263220,5196312,74.6,0.91,1422,9.0,5485.26322,5.196312,4092.0063621199997,49.915895301999996
41037,21078901105,568489460,14.7,2.94,8160,9.0,21078.901105,568.48946,3098.5984624350003,619.719692487
29153,1929554312,26607427,48.2,5.96,8553,9.0,1929.554312,26.607427,930.045178384,115.0014369952
48473,1329431568,11827973,64.5,20.08,56794,1.0,1329.431568,11.827973,857.48336136,266.94985885439996
01099,2656469674,22609681,24.5,6.81,19772,8.0,2656.469674,22.609681,650.83507013,180.90558479939997
50009,1715530213,28688490,8.9,1.31,5920,9.0,1715.530213,28.68849,152.682188957,22.4734457903
51111,1118097708,1743628,25.1,8.98,11936,9.0,1118.097708,1.743628,280.642524708,100.40517417840002
38097,2232235426,1462184,96.2,93.73,7997,8.0,2232.235426,1.462184,2147.410479812,2092.2742647898003
13139,1017850585,93972134,17.5,4.93,203136,3.0,1017.850585,93.972134,178.12385237499998,50.1800338405
13283,516524094,7810908,26.7,10.86,6406,9.0,516.524094,7.810908,137.911933098,56.0945166084
13037,726191502,8271470,77.1,37.33,5573,8.0,726.191502,8.27147,559.893648042,271.0872876966
55125,2221459142,414414741,1.1,0.3,23047,9.0,2221.459142,414.414741,24.436050562000005,6.664377426
27007,6486994911,1425755980,10.8,5.48,46228,7.0,6486.994911,1425.75598,700.595450388,355.4873211228
24019,1400573748,1145353067,37.3,28.51,32531,6.0,1400.573748,1145.353067,522.414008004,399.30357555480003
42037,1251538370,18574124,29.9,21.66,64727,4.0,1251.53837,18.574124,374.20997263,271.083210942
39023,1025322040,14608569,67.2,57.0,136001,3.0,1025.32204,14.608569,689.0164108800001,584.4335628
48323,3313819983,31871181,40.3,1.62,57887,3.0,3313.819983,31.871181,1335.469453149,53.6838837246
04019,23798578892,5112015,38.7,0.67,1043433,1.0,23798.578892,5.112015,9210.050031204002,159.45047857640003
35006,11758505167,5554598,58.5,1.02,27172,6.0,11758.505167,5.554598,6878.725522695,119.9367527034
34005,2070137467,54133685,18.3,9.93,461860,1.0,2070.137467,54.133685,378.835156461,205.56465047310002
50021,2410114035,38760900,19.6,5.47,60572,7.0,2410.114035,38.7609,472.3823508600001,131.8332377145
13099,1327626624,9702715,47.6,23.52,10854,8.0,1327.626624,9.702715,631.950273024,312.25778196479996
25007,267292993,1004291414,9.7,0.73,20600,7.0,267.292993,1004.291414,25.927420321,1.9512388489
38049,4853487958,97323497,93.9,50.38,5345,3.0,4853.487958,97.323497,4557.425192562,2445.1872332404
31179,1147147000,1084590,92.5,83.49,9697,7.0,1147.147,1.08459,1061.1109749999998,957.7530303
38045,2968139583,12824671,95.1,82.36,4093,9.0,2968.139583,12.824671,2822.7007434330003,2444.5597605588
16023,5792474008,5259978,7.0,4.38,2574,3.0,5792.474008,5.259978,405.47318056000006,253.71036155040002
33007,4647924324,92545557,4.1,1.22,31268,7.0,4647.924324,92.545557,190.56489728399995,56.7046767528
38043,3499233947,211737414,88.5,56.1,2394,8.0,3499.233947,211.737414,3096.822043095,1963.0702442670001
48273,2282572444,541041659,83.5,10.46,31040,4.0,2282.572444,541.041659,1905.9479907399998,238.7570776424
